0,0,58
0,1,87
0,2,4
0,3,99
0,4,76
0,5,59
0,6,80
0,7,80
0,8,80
0,9,66
0,10,32
0,11,95
0,12,2
0,13,18
0,14,53
0,15,88
0,16,10
0,17,55
0,18,89
0,19,35
0,20,20
0,21,33
0,22,23
0,23,60
0,24,99
0,25,28
0,26,85
0,27,61
0,28,68
0,29,7
0,30,2
0,31,18
0,32,93
0,33,78
0,34,69
0,35,66
0,36,30
0,37,37
0,38,1
0,39,50
0,40,4
0,41,70
0,42,19
0,43,13
0,44,81
0,45,90
0,46,70
0,47,80
0,48,1
0,49,62
0,50,91
0,51,15
0,52,22
0,53,33
0,54,59
0,55,19
0,56,88
0,57,78
0,58,82
0,59,90
0,60,43
0,61,60
0,62,82
0,63,38
0,64,37
0,65,28
0,66,5
0,67,51
0,68,41
0,69,36
0,70,90
0,71,49
0,72,86
0,73,3
0,74,43
0,75,26
0,76,54
0,77,9
0,78,28
0,79,16
0,80,2
0,81,97
0,82,30
0,83,42
0,84,43
0,85,1
0,86,6
0,87,66
0,88,27
0,89,2
0,90,82
0,91,80
0,92,74
0,93,50
0,94,46
0,95,21
0,96,72
0,97,82
0,98,85
0,99,34
0,100,92
0,101,74
0,102,67
0,103,8
0,104,16
0,105,40
0,106,39
0,107,29
0,108,56
0,109,67
0,110,74
0,111,42
0,112,61
0,113,62
0,114,62
0,115,65
0,116,70
0,117,25
0,118,86
0,119,70
0,120,13
0,121,33
0,122,31
0,123,6
0,124,12
0,125,29
0,126,76
0,127,27
0,128,52
0,129,4
0,130,75
0,131,63
0,132,48
0,133,21
0,134,91
0,135,82
0,136,23
0,137,41
0,138,39
0,139,83
0,140,99
0,141,96
0,142,45
0,143,73
0,144,14
0,145,97
0,146,56
0,147,68
0,148,7
0,149,60
0,150,0
0,151,96
0,152,67
0,153,38
0,154,19
0,155,44
0,156,90
0,157,60
0,158,53
0,159,48
0,160,16
0,161,61
0,162,97
0,163,1
0,164,8
0,165,38
0,166,19
0,167,9
0,168,96
0,169,79
0,170,76
0,171,40
0,172,80
0,173,32
0,174,44
0,175,9
0,176,90
0,177,53
0,178,63
0,179,11
0,180,95
0,181,84
0,182,15
0,183,37
0,184,51
0,185,2
0,186,61
0,187,56
0,188,51
0,189,93
0,190,52
0,191,60
0,192,96
0,193,1
0,194,39
0,195,49
0,196,1
0,197,81
0,198,95
0,199,53
0,200,97
0,201,61
0,202,60
0,203,47
0,204,47
0,205,15
0,206,93
0,207,46
0,208,51
0,209,14
0,210,88
0,211,61
0,212,98
0,213,75
0,214,81
0,215,23
0,216,31
0,217,67
0,218,10
0,219,76
0,220,96
0,221,47
0,222,39
0,223,31
0,224,0
0,225,12
0,226,95
0,227,22
0,228,10
0,229,50
0,230,27
0,231,84
0,232,0
0,233,64
0,234,89
0,235,81
0,236,39
0,237,88
0,238,50
0,239,65
0,240,78
0,241,33
0,242,86
0,243,7
0,244,55
0,245,15
0,246,12
0,247,24
0,248,57
0,249,36
0,250,0
0,251,29
0,252,16
0,253,21
0,254,36
0,255,22
0,256,7
0,257,91
0,258,47
0,259,9
0,260,76
0,261,5
0,262,3
0,263,87
0,264,19
0,265,91
0,266,39
0,267,54
0,268,65
0,269,21
0,270,53
0,271,24
0,272,44
0,273,97
0,274,37
0,275,44
0,276,3
0,277,54
0,278,5
0,279,91
0,280,22
0,281,74
0,282,73
0,283,98
0,284,96
0,285,45
0,286,24
0,287,51
0,288,11
0,289,30
0,290,6
0,291,90
0,292,79
0,293,29
0,294,94
0,295,23
0,296,72
0,297,10
0,298,48
0,299,37
0,300,20
0,301,80
0,302,67
0,303,41
0,304,15
0,305,27
0,306,37
0,307,89
0,308,13
0,309,1
0,310,27
0,311,88
