0,0,37
0,1,82
0,2,30
0,3,1
0,4,26
0,5,33
0,6,21
0,7,34
0,8,39
0,9,60
0,10,70
0,11,32
0,12,54
0,13,23
0,14,69
0,15,49
0,16,42
0,17,88
0,18,12
0,19,30
0,20,44
0,21,27
0,22,73
0,23,52
0,24,39
0,25,4
0,26,19
0,27,61
0,28,29
0,29,65
0,30,1
0,31,80
0,32,86
0,33,37
0,34,17
0,35,47
0,36,84
0,37,57
0,38,76
0,39,31
0,40,68
0,41,89
0,42,59
0,43,82
0,44,31
0,45,24
0,46,28
0,47,76
0,48,9
0,49,69
0,50,95
0,51,87
0,52,77
0,53,73
0,54,27
0,55,46
0,56,51
0,57,59
0,58,37
0,59,84
0,60,2
0,61,17
0,62,3
0,63,3
0,64,57
0,65,18
0,66,22
0,67,36
0,68,7
0,69,6
0,70,14
0,71,18
0,72,28
0,73,66
0,74,15
0,75,8
0,76,92
0,77,61
0,78,42
0,79,11
0,80,57
0,81,78
0,82,2
0,83,25
0,84,17
0,85,73
0,86,81
0,87,52
0,88,28
0,89,45
0,90,7
0,91,98
0,92,84
0,93,1
0,94,13
0,95,31
0,96,26
0,97,60
0,98,56
0,99,41
0,100,78
0,101,38
0,102,73
0,103,20
0,104,27
0,105,4
0,106,49
0,107,99
0,108,29
0,109,39
0,110,42
0,111,41
0,112,88
0,113,54
0,114,69
0,115,57
0,116,6
0,117,95
0,118,82
0,119,54
0,120,38
0,121,89
0,122,98
0,123,63
0,124,32
0,125,87
0,126,28
0,127,92
0,128,61
0,129,28
0,130,60
0,131,45
0,132,51
0,133,18
0,134,50
0,135,63
0,136,5
0,137,25
0,138,30
0,139,94
0,140,81
0,141,99
0,142,33
0,143,15
0,144,0
0,145,10
0,146,14
0,147,55
0,148,40
0,149,98
0,150,4
0,151,0
0,152,93
0,153,9
0,154,29
0,155,70
0,156,49
0,157,32
0,158,68
0,159,63
0,160,2
0,161,81
0,162,5
0,163,21
0,164,18
0,165,46
0,166,17
0,167,85
0,168,23
0,169,53
0,170,85
0,171,2
0,172,17
0,173,67
0,174,26
0,175,55
0,176,91
0,177,53
0,178,39
0,179,99
0,180,34
0,181,72
0,182,9
0,183,2
0,184,82
0,185,37
0,186,89
0,187,76
0,188,84
0,189,12
0,190,77
0,191,86
0,192,29
0,193,71
0,194,11
0,195,73
0,196,76
0,197,66
0,198,53
0,199,9
0,200,31
0,201,35
0,202,6
0,203,47
0,204,44
0,205,96
0,206,87
0,207,27
0,208,75
0,209,88
0,210,75
0,211,48
0,212,21
0,213,79
0,214,90
0,215,69
0,216,3
0,217,29
0,218,84
0,219,17
0,220,13
0,221,3
0,222,2
0,223,55
0,224,74
0,225,43
0,226,34
0,227,21
0,228,24
0,229,90
0,230,15
0,231,63
0,232,2
0,233,63
0,234,25
0,235,53
0,236,47
0,237,70
0,238,26
0,239,61
0,240,27
0,241,74
0,242,59
0,243,18
0,244,76
0,245,52
0,246,98
0,247,31
0,248,69
0,249,74
0,250,88
0,251,88
0,252,75
0,253,89
0,254,76
0,255,21
0,256,33
0,257,4
0,258,67
0,259,56
0,260,19
0,261,46
0,262,55
0,263,43
0,264,33
0,265,58
0,266,18
0,267,75
0,268,37
0,269,45
0,270,16
0,271,15
0,272,55
0,273,3
0,274,46
0,275,7
0,276,32
0,277,12
0,278,43
0,279,30
0,280,65
0,281,44
0,282,12
0,283,98
0,284,22
0,285,18
0,286,99
0,287,92
0,288,39
0,289,87
0,290,44
0,291,46
0,292,49
0,293,45
0,294,61
0,295,70
0,296,26
0,297,67
0,298,86
0,299,46
0,300,47
0,301,0
0,302,93
0,303,16
0,304,6
0,305,4
0,306,4
0,307,41
0,308,60
0,309,73
0,310,23
0,311,21
0,312,53
0,313,45
0,314,5
0,315,55
0,316,19
0,317,86
0,318,3
0,319,76
0,320,46
0,321,15
0,322,16
0,323,49
0,324,89
0,325,57
0,326,13
0,327,98
0,328,78
0,329,18
0,330,68
